RayMan Pro 2.3 beta  � 1999 - 2014 
Meteorological Institute, University of Freiburg, Germany

date      	day of	time	Latit.	Long.	Altit.	UTC	sunr.	sunset	SDmax	SDact	elev.	Gmax	Gact	Sact	Dact	A	E	Ts	Ta	VP	RH	v	C	Tmrt	height	weight	age	sex	cloth.	activ.	PMV	PET	SET*	UTCI	
d.m.yyyy   	year	h:mm	캮	캞	m	h	h:mm	h:mm	min	min	�	W/m�	W/m�	W/m�	W/m�	W/m�	W/m�	캜	캜	hPa	%	m/s	octas	캜	m	kg	a		clo	W		캜	캜	캜	
1.1.2010 	1	0:00	55.83	37.62	148	0.0	6:00	13:07	427	423	-47.5	0.0	0.0	0.0	0.0	246.5	285.5	-6.3	-6.0	3.6	91.9	0.4	8.0	-11.4	1.8	75.0	35	m	0.90	80.0	-4.9	-10.5	-6.4	-7.4	
1.1.2010 	1	3:00	55.83	37.62	148	0.0	6:00	13:07	427	423	-23.4	0.0	0.0	0.0	0.0	227.7	267.7	-10.5	-9.2	2.8	91.6	0.4	8.0	-16.1	1.8	75.0	35	m	0.90	80.0	-5.6	-14.2	-10.1	-11.4	
1.1.2010 	1	6:00	55.83	37.62	148	0.0	6:00	13:07	427	423	-0.8	0.0	0.0	0.0	0.0	206.1	248.0	-15.4	-11.5	2.3	90.0	0.4	7.2	-21.6	1.8	75.0	35	m	0.90	80.0	-6.1	-17.5	-13.7	-14.9	
1.1.2010 	1	9:00	55.83	37.62	148	0.0	6:00	13:07	427	423	10.8	179.7	76.2	30.2	46.0	204.4	267.7	-10.2	-10.1	2.4	85.1	0.7	6.4	-9.0	1.8	75.0	35	m	0.90	80.0	-6.8	-13.8	-11.4	-11.3	
1.1.2010 	1	12:00	55.83	37.62	148	0.0	6:00	13:07	427	423	5.2	68.9	34.2	17.0	17.2	203.3	267.7	-10.2	-8.9	2.6	82.6	0.7	5.6	-15.0	1.8	75.0	35	m	0.90	80.0	-6.8	-14.6	-12.9	-12.5	
1.1.2010 	1	15:00	55.83	37.62	148	0.0	6:00	13:07	427	423	-14.4	0.0	0.0	0.0	0.0	178.6	243.0	-16.4	-11.4	2.2	85.0	0.7	2.4	-26.2	1.8	75.0	35	m	0.90	80.0	-7.7	-19.3	-18.9	-17.8	
1.1.2010 	1	18:00	55.83	37.62	148	0.0	6:00	13:07	427	423	-39.2	0.0	0.0	0.0	0.0	171.5	224.3	-21.6	-14.4	1.8	89.7	0.4	4.0	-30.1	1.8	75.0	35	m	0.90	80.0	-6.8	-22.0	-18.8	-19.5	
1.1.2010 	1	21:00	55.83	37.62	148	0.0	6:00	13:07	427	423	-56.6	0.0	0.0	0.0	0.0	158.5	218.5	-23.1	-16.2	1.5	89.6	0.4	0.0	-33.0	1.8	75.0	35	m	0.90	80.0	-7.2	-24.0	-21.0	-21.5	
2.1.2010 	2	0:00	55.83	37.62	148	0.0	5:59	13:08	428	425	-47.5	0.0	0.0	0.0	0.0	203.5	249.4	-15.0	-13.7	1.9	89.8	0.7	8.0	-21.8	1.8	75.0	35	m	0.90	80.0	-7.9	-20.0	-18.9	-18.1	
2.1.2010 	2	3:00	55.83	37.62	148	0.0	5:59	13:08	428	425	-23.4	0.0	0.0	0.0	0.0	215.6	262.5	-11.7	-11.6	2.4	95.3	0.7	8.0	-18.3	1.8	75.0	35	m	0.90	80.0	-7.4	-17.5	-16.0	-15.5	
2.1.2010 	2	6:00	55.83	37.62	148	0.0	5:59	13:08	428	425	-0.8	0.0	0.0	0.0	0.0	213.0	262.0	-11.8	-12.1	2.3	95.2	0.7	8.0	-18.8	1.8	75.0	35	m	0.90	80.0	-7.5	-18.0	-16.6	-16.0	
2.1.2010 	2	9:00	55.83	37.62	148	0.0	5:59	13:08	428	425	10.9	16.4	2.3	0.0	2.3	213.1	267.4	-10.4	-12.0	2.3	93.7	0.7	8.0	-17.6	1.8	75.0	35	m	0.90	80.0	-7.4	-17.6	-16.0	-15.6	
2.1.2010 	2	12:00	55.83	37.62	148	0.0	5:59	13:08	428	425	5.3	71.2	19.9	0.0	19.9	211.1	266.9	-10.5	-12.2	2.2	89.9	0.7	8.0	-14.6	1.8	75.0	35	m	0.90	80.0	-7.4	-17.0	-15.0	-14.8	
2.1.2010 	2	15:00	55.83	37.62	148	0.0	5:59	13:08	428	425	-14.3	0.0	0.0	0.0	0.0	205.0	258.1	-12.7	-13.4	2.0	89.8	1.4	8.0	-20.4	1.8	75.0	35	m	0.90	80.0	-8.5	-20.5	-23.0	-21.7	
2.1.2010 	2	18:00	55.83	37.62	148	0.0	5:59	13:08	428	425	-39.1	0.0	0.0	0.0	0.0	198.5	252.9	-14.0	-14.5	1.7	84.6	1.4	8.0	-22.0	1.8	75.0	35	m	0.90	80.0	-8.8	-21.7	-24.6	-23.0	
2.1.2010 	2	21:00	55.83	37.62	148	0.0	5:59	13:08	428	425	-56.5	0.0	0.0	0.0	0.0	201.1	256.8	-13.0	-14.2	1.8	89.8	1.4	8.0	-21.1	1.8	75.0	35	m	0.90	80.0	-8.7	-21.3	-24.0	-22.5	
3.1.2010 	3	0:00	55.83	37.62	148	0.0	5:59	13:09	430	425	-47.5	0.0	0.0	0.0	0.0	196.6	245.4	-16.0	-14.9	1.6	84.5	0.7	8.0	-23.3	1.8	75.0	35	m	0.90	80.0	-8.1	-21.3	-20.4	-19.5	
3.1.2010 	3	3:00	55.83	37.62	148	0.0	5:59	13:09	430	425	-23.4	0.0	0.0	0.0	0.0	188.1	239.1	-17.6	-16.6	1.3	80.1	1.4	8.0	-25.4	1.8	75.0	35	m	0.90	80.0	-9.3	-24.2	-27.7	-25.4	
3.1.2010 	3	6:00	55.83	37.62	148	0.0	5:59	13:09	430	425	-0.8	0.0	0.0	0.0	0.0	160.5	230.6	-19.6	-17.7	1.2	79.9	1.4	4.8	-30.8	1.8	75.0	35	m	0.90	80.0	-9.6	-26.1	-30.4	-27.5	
3.1.2010 	3	9:00	55.83	37.62	148	0.0	5:59	13:09	430	425	11.0	183.2	90.9	46.3	44.5	162.4	227.2	-20.6	-18.1	1.1	75.0	1.4	5.6	-18.9	1.8	75.0	35	m	0.90	80.0	-9.4	-24.2	-26.7	-24.8	
3.1.2010 	3	12:00	55.83	37.62	148	0.0	5:59	13:09	430	425	5.5	73.7	47.1	30.2	16.9	155.3	226.9	-20.6	-18.0	1.1	74.4	1.4	4.0	-26.5	1.8	75.0	35	m	0.90	80.0	-9.6	-25.6	-29.3	-26.7	
3.1.2010 	3	15:00	55.83	37.62	148	0.0	5:59	13:09	430	425	-14.2	0.0	0.0	0.0	0.0	155.8	224.2	-21.4	-18.8	1.0	74.9	1.4	4.8	-32.6	1.8	75.0	35	m	0.90	80.0	-9.9	-27.3	-32.1	-28.7	
3.1.2010 	3	18:00	55.83	37.62	148	0.0	5:59	13:09	430	425	-39.0	0.0	0.0	0.0	0.0	155.2	220.7	-22.4	-19.0	1.0	74.9	2.0	4.8	-33.2	1.8	75.0	35	m	0.90	80.0	-10.4	-28.0	-35.3	-32.5	
3.1.2010 	3	21:00	55.83	37.62	148	0.0	5:59	13:09	430	425	-56.4	0.0	0.0	0.0	0.0	141.6	207.7	-26.1	-20.8	0.9	80.1	0.7	0.0	-37.6	1.8	75.0	35	m	0.90	80.0	-9.6	-29.2	-30.0	-27.1	
4.1.2010 	4	0:00	55.83	37.62	148	0.0	5:59	13:10	432	428	-47.5	0.0	0.0	0.0	0.0	142.7	207.1	-26.3	-20.9	0.9	80.1	0.4	2.4	-37.5	1.8	75.0	35	m	0.90	80.0	-8.0	-28.6	-25.7	-25.6	
4.1.2010 	4	3:00	55.83	37.62	148	0.0	5:59	13:10	432	428	-23.4	0.0	0.0	0.0	0.0	173.2	224.0	-21.7	-20.3	1.0	80.2	0.4	8.0	-29.9	1.8	75.0	35	m	0.90	80.0	-7.6	-26.2	-22.3	-23.3	
4.1.2010 	4	6:00	55.83	37.62	148	0.0	5:59	13:10	432	428	-0.7	0.0	0.0	0.0	0.0	154.8	212.3	-24.9	-20.5	1.0	80.1	0.4	5.6	-34.6	1.8	75.0	35	m	0.90	80.0	-7.8	-27.6	-24.3	-24.7	
4.1.2010 	4	9:00	55.83	37.62	148	0.0	5:59	13:10	432	428	11.1	185.1	105.2	62.6	42.6	163.8	228.7	-20.2	-16.8	1.3	80.0	0.7	4.8	-17.9	1.8	75.0	35	m	0.90	80.0	-8.2	-21.4	-19.7	-19.2	
4.1.2010 	4	12:00	55.83	37.62	148	0.0	5:59	13:10	432	428	5.6	76.2	76.2	62.5	13.7	161.2	220.0	-22.7	-15.0	1.5	79.6	0.7	0.0	-25.2	1.8	75.0	35	m	0.90	80.0	-8.2	-21.8	-21.2	-20.1	
4.1.2010 	4	15:00	55.83	37.62	148	0.0	5:59	13:10	432	428	-14.0	0.0	0.0	0.0	0.0	175.5	232.1	-19.4	-14.9	1.5	79.7	0.7	5.6	-28.3	1.8	75.0	35	m	0.90	80.0	-8.3	-22.5	-22.1	-20.9	
4.1.2010 	4	18:00	55.83	37.62	148	0.0	5:59	13:10	432	428	-38.8	0.0	0.0	0.0	0.0	163.7	224.9	-21.3	-14.8	1.5	79.7	0.7	2.4	-31.2	1.8	75.0	35	m	0.90	80.0	-8.4	-23.1	-23.1	-21.6	
4.1.2010 	4	21:00	55.83	37.62	148	0.0	5:59	13:10	432	428	-56.3	0.0	0.0	0.0	0.0	211.3	259.6	-12.4	-11.9	2.1	84.9	0.7	8.0	-19.3	1.8	75.0	35	m	0.90	80.0	-7.5	-18.0	-16.7	-16.1	
5.1.2010 	5	0:00	55.83	37.62	148	0.0	5:58	13:12	433	431	-47.4	0.0	0.0	0.0	0.0	208.3	264.4	-11.1	-10.8	2.3	85.1	0.7	7.2	-19.1	1.8	75.0	35	m	0.90	80.0	-7.3	-17.1	-15.8	-15.2	
5.1.2010 	5	3:00	55.83	37.62	148	0.0	5:58	13:12	433	431	-23.4	0.0	0.0	0.0	0.0	204.8	258.1	-12.7	-11.2	2.1	79.6	0.7	7.2	-20.4	1.8	75.0	35	m	0.90	80.0	-7.4	-17.7	-16.6	-15.9	
5.1.2010 	5	6:00	55.83	37.62	148	0.0	5:58	13:12	433	431	-0.7	0.0	0.0	0.0	0.0	213.9	263.5	-11.4	-11.1	2.1	79.6	0.7	8.0	-18.4	1.8	75.0	35	m	0.90	80.0	-7.3	-17.1	-15.8	-15.2	
5.1.2010 	5	9:00	55.83	37.62	148	0.0	5:58	13:12	433	431	11.2	187.2	119.8	79.3	40.5	181.3	245.0	-15.9	-11.3	1.9	75.1	0.7	4.0	-13.0	1.8	75.0	35	m	0.90	80.0	-7.2	-15.9	-13.8	-13.6	
5.1.2010 	5	12:00	55.83	37.62	148	0.0	5:58	13:12	433	431	5.7	78.9	50.5	32.3	18.2	180.3	243.1	-16.4	-11.2	1.8	69.7	0.7	4.0	-20.2	1.8	75.0	35	m	0.90	80.0	-7.4	-17.7	-16.5	-16.0	
5.1.2010 	5	15:00	55.83	37.62	148	0.0	5:58	13:12	433	431	-13.9	0.0	0.0	0.0	0.0	167.0	221.3	-22.4	-13.5	1.7	79.9	0.7	0.0	-31.2	1.8	75.0	35	m	0.90	80.0	-8.2	-22.1	-22.2	-20.7	
5.1.2010 	5	18:00	55.83	37.62	148	0.0	5:58	13:12	433	431	-38.7	0.0	0.0	0.0	0.0	166.8	227.8	-20.5	-14.0	1.6	79.8	0.7	2.4	-30.3	1.8	75.0	35	m	0.90	80.0	-8.2	-22.2	-22.2	-20.8	
5.1.2010 	5	21:00	55.83	37.62	148	0.0	5:58	13:12	433	431	-56.2	0.0	0.0	0.0	0.0	202.8	246.8	-15.7	-13.6	1.8	84.7	0.7	8.0	-22.2	1.8	75.0	35	m	0.90	80.0	-7.9	-20.0	-19.0	-18.2	
6.1.2010 	6	0:00	55.83	37.62	148	0.0	5:58	13:13	435	434	-47.4	0.0	0.0	0.0	0.0	199.7	251.8	-14.3	-14.0	1.6	79.8	0.7	8.0	-22.0	1.8	75.0	35	m	0.90	80.0	-7.9	-20.3	-19.2	-18.4	
6.1.2010 	6	3:00	55.83	37.62	148	0.0	5:58	13:13	435	434	-23.3	0.0	0.0	0.0	0.0	194.6	248.9	-15.0	-15.1	1.5	79.6	0.7	8.0	-23.1	1.8	75.0	35	m	0.90	80.0	-8.2	-21.4	-20.4	-19.6	
6.1.2010 	6	6:00	55.83	37.62	148	0.0	5:58	13:13	435	434	-0.6	0.0	0.0	0.0	0.0	196.0	250.1	-14.7	-14.8	1.5	79.7	0.7	8.0	-22.7	1.8	75.0	35	m	0.90	80.0	-8.1	-21.1	-20.1	-19.2	
6.1.2010 	6	9:00	55.83	37.62	148	0.0	5:58	13:13	435	434	11.3	189.4	53.0	0.0	53.0	203.1	258.8	-12.5	-13.3	1.7	79.9	0.4	8.0	-10.7	1.8	75.0	35	m	0.90	80.0	-5.8	-15.5	-10.2	-12.6	
6.1.2010 	6	12:00	55.83	37.62	148	0.0	5:58	13:13	435	434	5.9	81.7	34.7	13.4	21.3	195.6	255.7	-13.2	-11.6	2.0	79.5	0.4	6.4	-17.0	1.8	75.0	35	m	0.90	80.0	-5.9	-16.2	-11.9	-13.5	
6.1.2010 	6	15:00	55.83	37.62	148	0.0	5:58	13:13	435	434	-13.7	0.0	0.0	0.0	0.0	174.5	228.2	-20.5	-13.7	1.9	89.8	0.4	4.0	-29.0	1.8	75.0	35	m	0.90	80.0	-6.7	-21.2	-17.9	-18.7	
6.1.2010 	6	18:00	55.83	37.62	148	0.0	5:58	13:13	435	434	-38.5	0.0	0.0	0.0	0.0	182.7	228.6	-20.5	-13.7	1.9	89.8	0.7	5.6	-27.7	1.8	75.0	35	m	0.90	80.0	-8.1	-21.4	-21.0	-19.9	
6.1.2010 	6	21:00	55.83	37.62	148	0.0	5:58	13:13	435	434	-56.0	0.0	0.0	0.0	0.0	194.5	246.7	-15.6	-15.4	1.6	85.2	0.7	8.0	-23.4	1.8	75.0	35	m	0.90	80.0	-8.2	-21.7	-20.8	-19.8	
7.1.2010 	7	0:00	55.83	37.62	148	0.0	5:57	13:14	437	436	-47.3	0.0	0.0	0.0	0.0	192.7	241.5	-17.0	-15.8	1.5	85.1	1.4	8.0	-24.4	1.8	75.0	35	m	0.90	80.0	-9.1	-23.3	-26.6	-24.6	
7.1.2010 	7	3:00	55.83	37.62	148	0.0	5:57	13:14	437	436	-23.3	0.0	0.0	0.0	0.0	198.0	249.9	-14.8	-14.6	1.7	84.6	1.4	8.0	-22.5	1.8	75.0	35	m	0.90	80.0	-8.8	-21.9	-24.9	-23.2	
7.1.2010 	7	6:00	55.83	37.62	148	0.0	5:57	13:14	437	436	-0.5	0.0	0.0	0.0	0.0	208.5	259.4	-12.4	-12.2	1.9	80.1	1.4	8.0	-19.7	1.8	75.0	35	m	0.90	80.0	-8.3	-19.4	-21.8	-20.6	
7.1.2010 	7	9:00	55.83	37.62	148	0.0	5:57	13:14	437	436	11.4	191.8	53.7	0.0	53.7	212.4	266.6	-10.6	-11.1	1.9	74.5	1.4	8.0	-8.5	1.8	75.0	35	m	0.90	80.0	-7.7	-16.1	-16.8	-16.3	
7.1.2010 	7	12:00	55.83	37.62	148	0.0	5:57	13:14	437	436	6.0	84.7	23.7	0.0	23.7	219.7	268.5	-10.2	-10.3	2.4	85.1	2.0	8.0	-12.6	1.8	75.0	35	m	0.90	80.0	-8.1	-17.0	-20.0	-20.6	
7.1.2010 	7	15:00	55.83	37.62	148	0.0	5:57	13:14	437	436	-13.6	0.0	0.0	0.0	0.0	221.3	269.4	-10.0	-10.0	2.4	85.2	2.0	8.0	-16.7	1.8	75.0	35	m	0.90	80.0	-8.1	-17.4	-21.1	-21.5	
7.1.2010 	7	18:00	55.83	37.62	148	0.0	5:57	13:14	437	436	-38.4	0.0	0.0	0.0	0.0	223.3	270.2	-9.8	-9.6	2.5	84.5	2.7	8.0	-16.3	1.8	75.0	35	m	0.90	80.0	-8.3	-17.4	-22.4	-25.1	
7.1.2010 	7	21:00	55.83	37.62	148	0.0	5:57	13:14	437	436	-55.9	0.0	0.0	0.0	0.0	225.0	271.1	-9.6	-9.3	2.6	84.6	1.4	8.0	-16.0	1.8	75.0	35	m	0.90	80.0	-7.6	-16.2	-17.9	-17.1	
8.1.2010 	8	0:00	55.83	37.62	148	0.0	5:56	13:16	440	438	-47.2	0.0	0.0	0.0	0.0	228.2	273.7	-9.0	-8.6	2.6	82.6	1.4	8.0	-15.2	1.8	75.0	35	m	0.90	80.0	-7.5	-15.4	-17.0	-16.3	
8.1.2010 	8	3:00	55.83	37.62	148	0.0	5:56	13:16	440	438	-23.3	0.0	0.0	0.0	0.0	232.1	275.8	-8.5	-8.0	2.8	84.0	1.4	8.0	-14.5	1.8	75.0	35	m	0.90	80.0	-7.3	-14.8	-16.2	-15.6	
8.1.2010 	8	6:00	55.83	37.62	148	0.0	5:56	13:16	440	438	-0.5	0.0	0.0	0.0	0.0	235.3	277.6	-8.1	-7.6	3.0	86.8	0.7	8.0	-13.8	1.8	75.0	35	m	0.90	80.0	-6.6	-13.2	-11.5	-11.0	
8.1.2010 	8	9:00	55.83	37.62	148	0.0	5:56	13:16	440	438	11.5	118.1	16.5	0.0	16.5	238.2	281.0	-7.3	-7.3	3.2	90.3	1.4	8.0	-10.1	1.8	75.0	35	m	0.90	80.0	-7.0	-13.3	-14.1	-13.5	
8.1.2010 	8	12:00	55.83	37.62	148	0.0	5:56	13:16	440	438	6.2	26.1	3.7	0.0	3.7	243.2	284.9	-6.4	-6.5	3.4	91.1	0.7	8.0	-11.3	1.8	75.0	35	m	0.90	80.0	-6.3	-11.7	-9.7	-9.2	
8.1.2010 	8	15:00	55.83	37.62	148	0.0	5:56	13:16	440	438	-13.4	0.0	0.0	0.0	0.0	247.7	284.7	-6.5	-5.8	3.6	91.9	0.7	8.0	-11.4	1.8	75.0	35	m	0.90	80.0	-6.2	-11.2	-9.2	-8.7	
8.1.2010 	8	18:00	55.83	37.62	148	0.0	5:56	13:16	440	438	-38.2	0.0	0.0	0.0	0.0	251.7	286.1	-6.2	-4.8	3.7	85.8	0.7	8.0	-10.7	1.8	75.0	35	m	0.90	80.0	-6.0	-10.3	-8.4	-7.8	
8.1.2010 	8	21:00	55.83	37.62	148	0.0	5:56	13:16	440	438	-55.8	0.0	0.0	0.0	0.0	243.0	280.8	-7.4	-6.1	3.2	83.6	1.4	8.0	-12.5	1.8	75.0	35	m	0.90	80.0	-6.9	-12.8	-13.9	-13.3	
9.1.2010 	9	0:00	55.83	37.62	148	0.0	5:56	13:18	442	442	-47.2	0.0	0.0	0.0	0.0	239.8	271.9	-9.6	-6.6	3.1	82.9	1.4	8.0	-14.0	1.8	75.0	35	m	0.90	80.0	-7.0	-13.5	-14.9	-14.2	
9.1.2010 	9	3:00	55.83	37.62	148	0.0	5:56	13:18	442	442	-23.2	0.0	0.0	0.0	0.0	242.4	283.6	-6.7	-6.2	3.2	83.6	0.7	8.0	-12.2	1.8	75.0	35	m	0.90	80.0	-6.3	-11.7	-9.8	-9.4	
9.1.2010 	9	6:00	55.83	37.62	148	0.0	5:56	13:18	442	442	-0.4	0.0	0.0	0.0	0.0	241.8	283.6	-6.7	-6.3	3.2	83.6	0.7	8.0	-12.3	1.8	75.0	35	m	0.90	80.0	-6.3	-11.8	-9.9	-9.5	
9.1.2010 	9	9:00	55.83	37.62	148	0.0	5:56	13:18	442	442	11.7	196.9	111.8	67.3	44.5	199.1	269.0	-9.8	-8.4	2.5	77.5	1.4	4.8	-7.9	1.8	75.0	35	m	0.90	80.0	-7.2	-13.7	-14.4	-13.8	
9.1.2010 	9	12:00	55.83	37.62	148	0.0	5:56	13:18	442	442	6.3	90.9	51.7	29.8	21.8	192.6	262.5	-11.4	-9.8	2.3	77.9	0.7	4.8	-15.5	1.8	75.0	35	m	0.90	80.0	-7.0	-15.4	-13.7	-13.3	
9.1.2010 	9	15:00	55.83	37.62	148	0.0	5:56	13:18	442	442	-13.2	0.0	0.0	0.0	0.0	171.5	229.4	-20.1	-12.8	1.9	84.8	0.4	1.6	-29.3	1.8	75.0	35	m	0.90	80.0	-6.6	-20.6	-17.5	-18.2	
9.1.2010 	9	18:00	55.83	37.62	148	0.0	5:56	13:18	442	442	-38.0	0.0	0.0	0.0	0.0	162.3	218.0	-23.3	-15.2	1.7	89.7	0.4	0.0	-32.5	1.8	75.0	35	m	0.90	80.0	-7.0	-23.2	-20.2	-20.7	
9.1.2010 	9	21:00	55.83	37.62	148	0.0	5:56	13:18	442	442	-55.6	0.0	0.0	0.0	0.0	154.5	209.0	-25.9	-17.1	1.4	85.0	0.4	0.0	-35.2	1.8	75.0	35	m	0.90	80.0	-7.4	-25.3	-22.4	-22.6	
10.1.2010 	10	0:00	55.83	37.62	148	0.0	5:55	13:19	444	445	-47.1	0.0	0.0	0.0	0.0	148.9	207.1	-26.4	-18.7	1.2	84.8	0.4	0.0	-36.4	1.8	75.0	35	m	0.90	80.0	-7.6	-26.7	-23.9	-24.0	
10.1.2010 	10	3:00	55.83	37.62	148	0.0	5:55	13:19	444	445	-23.2	0.0	0.0	0.0	0.0	154.2	220.7	-22.4	-17.4	1.4	90.2	0.7	0.0	-33.4	1.8	75.0	35	m	0.90	80.0	-8.9	-25.6	-25.8	-23.9	
10.1.2010 	10	6:00	55.83	37.62	148	0.0	5:55	13:19	444	445	-0.3	0.0	0.0	0.0	0.0	144.7	204.7	-27.1	-20.0	1.1	84.6	0.4	0.0	-37.6	1.8	75.0	35	m	0.90	80.0	-7.8	-28.0	-25.1	-25.1	
10.1.2010 	10	9:00	55.83	37.62	148	0.0	5:55	13:19	444	445	11.8	199.7	199.7	171.1	28.6	155.6	215.3	-24.0	-16.8	1.4	85.0	0.4	0.0	-17.2	1.8	75.0	35	m	0.90	80.0	-6.6	-20.0	-15.1	-17.2	
10.1.2010 	10	12:00	55.83	37.62	148	0.0	5:55	13:19	444	445	6.5	94.3	94.3	77.3	16.9	165.2	222.6	-22.0	-14.2	1.7	84.6	0.4	0.0	-22.7	1.8	75.0	35	m	0.90	80.0	-6.5	-19.8	-15.8	-17.2	
10.1.2010 	10	15:00	55.83	37.62	148	0.0	5:55	13:19	444	445	-13.1	0.0	0.0	0.0	0.0	163.6	220.8	-22.5	-16.4	1.5	89.6	0.4	4.0	-31.9	1.8	75.0	35	m	0.90	80.0	-7.2	-23.9	-20.7	-21.3	
10.1.2010 	10	18:00	55.83	37.62	148	0.0	5:55	13:19	444	445	-37.9	0.0	0.0	0.0	0.0	153.9	213.6	-24.5	-17.5	1.4	90.2	0.4	0.0	-34.6	1.8	75.0	35	m	0.90	80.0	-7.4	-25.4	-22.4	-22.7	
10.1.2010 	10	21:00	55.83	37.62	148	0.0	5:55	13:19	444	445	-55.5	0.0	0.0	0.0	0.0	187.9	230.6	-20.0	-17.1	1.4	90.3	0.4	8.0	-26.7	1.8	75.0	35	m	0.90	80.0	-7.0	-23.0	-19.2	-20.3	
11.1.2010 	11	0:00	55.83	37.62	148	0.0	5:54	13:21	447	445	-47.0	0.0	0.0	0.0	0.0	155.0	222.1	-22.0	-17.2	1.4	90.3	0.4	0.0	-33.0	1.8	75.0	35	m	0.90	80.0	-7.3	-24.8	-21.6	-22.1	
11.1.2010 	11	3:00	55.83	37.62	148	0.0	5:54	13:21	447	445	-23.1	0.0	0.0	0.0	0.0	157.4	220.5	-22.5	-18.1	1.3	90.2	0.4	4.0	-32.9	1.8	75.0	35	m	0.90	80.0	-7.4	-25.4	-22.1	-22.7	
11.1.2010 	11	6:00	55.83	37.62	148	0.0	5:54	13:21	447	445	-0.2	0.0	0.0	0.0	0.0	184.5	223.5	-22.0	-17.9	1.3	90.2	0.4	8.0	-28.2	1.8	75.0	35	m	0.90	80.0	-7.2	-24.0	-20.2	-21.3	
11.1.2010 	11	9:00	55.83	37.62	148	0.0	5:54	13:21	447	445	11.9	202.5	158.8	121.8	37.0	167.9	223.4	-21.8	-14.2	1.8	89.8	0.4	2.4	-15.8	1.8	75.0	35	m	0.90	80.0	-6.2	-17.7	-12.9	-14.9	
11.1.2010 	11	12:00	55.83	37.62	148	0.0	5:54	13:21	447	445	6.7	35.6	12.9	0.0	12.9	184.7	231.5	-19.7	-9.9	2.6	90.8	0.4	0.0	-24.3	1.8	75.0	35	m	0.90	80.0	-6.0	-17.1	-13.8	-14.6	
11.1.2010 	11	15:00	55.83	37.62	148	0.0	5:54	13:21	447	445	-12.9	0.0	0.0	0.0	0.0	173.6	225.7	-21.2	-12.4	2.1	89.9	0.4	0.0	-29.5	1.8	75.0	35	m	0.90	80.0	-6.6	-20.4	-17.3	-17.9	
11.1.2010 	11	18:00	55.83	37.62	148	0.0	5:54	13:21	447	445	-37.7	0.0	0.0	0.0	0.0	165.4	221.6	-22.3	-14.4	1.8	89.7	0.4	0.0	-31.5	1.8	75.0	35	m	0.90	80.0	-6.9	-22.3	-19.3	-19.8	
11.1.2010 	11	21:00	55.83	37.62	148	0.0	5:54	13:21	447	445	-55.3	0.0	0.0	0.0	0.0	161.1	217.0	-23.6	-15.5	1.6	89.6	0.4	0.0	-32.9	1.8	75.0	35	m	0.90	80.0	-7.1	-23.5	-20.5	-21.0	
12.1.2010 	12	0:00	55.83	37.62	148	0.0	5:53	13:22	449	446	-46.9	0.0	0.0	0.0	0.0	157.8	213.8	-24.5	-16.4	1.5	89.6	0.4	0.0	-33.9	1.8	75.0	35	m	0.90	80.0	-7.2	-24.4	-21.5	-21.8	
12.1.2010 	12	3:00	55.83	37.62	148	0.0	5:53	13:22	449	446	-23.0	0.0	0.0	0.0	0.0	155.3	213.7	-24.5	-17.1	1.4	90.3	0.4	0.0	-34.3	1.8	75.0	35	m	0.90	80.0	-7.4	-25.0	-22.1	-22.4	
12.1.2010 	12	6:00	55.83	37.62	148	0.0	5:53	13:22	449	446	-0.1	0.0	0.0	0.0	0.0	157.4	213.8	-24.5	-16.5	1.5	89.5	0.4	0.0	-34.0	1.8	75.0	35	m	0.90	80.0	-7.3	-24.5	-21.6	-21.9	
12.1.2010 	12	9:00	55.83	37.62	148	0.0	5:53	13:22	449	446	12.1	132.8	132.8	54.3	78.5	177.9	245.9	-15.6	-11.4	2.3	90.0	0.7	0.0	-8.0	1.8	75.0	35	m	0.90	80.0	-7.0	-14.5	-11.9	-11.9	
12.1.2010 	12	12:00	55.83	37.62	148	0.0	5:53	13:22	449	446	6.8	101.2	101.2	83.2	18.1	182.0	239.2	-17.5	-10.2	2.4	85.1	0.7	0.0	-17.6	1.8	75.0	35	m	0.90	80.0	-7.2	-16.2	-14.8	-14.2	
12.1.2010 	12	15:00	55.83	37.62	148	0.0	5:53	13:22	449	446	-12.7	0.0	0.0	0.0	0.0	171.3	230.8	-19.7	-12.7	1.9	84.8	0.4	0.0	-29.1	1.8	75.0	35	m	0.90	80.0	-6.6	-20.5	-17.4	-18.1	
12.1.2010 	12	18:00	55.83	37.62	148	0.0	5:53	13:22	449	446	-37.5	0.0	0.0	0.0	0.0	174.9	229.3	-20.2	-14.2	1.7	84.6	0.4	4.8	-28.8	1.8	75.0	35	m	0.90	80.0	-6.8	-21.5	-18.1	-19.0	
12.1.2010 	12	21:00	55.83	37.62	148	0.0	5:53	13:22	449	446	-55.1	0.0	0.0	0.0	0.0	175.1	232.4	-19.3	-14.4	1.8	89.7	0.4	4.8	-28.3	1.8	75.0	35	m	0.90	80.0	-6.8	-21.5	-18.1	-19.0	
13.1.2010 	13	0:00	55.83	37.62	148	0.0	5:52	13:24	452	451	-46.8	0.0	0.0	0.0	0.0	179.6	239.1	-17.5	-14.4	1.8	89.7	0.7	5.6	-26.6	1.8	75.0	35	m	0.90	80.0	-8.2	-21.7	-21.2	-20.1	
